molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3696129,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1)C(=O)N2,inactive,100000.0
CHEMBL3692097,COc1ccc(CNS(=O)(=O)c2ccc3c(c2)/C(=N/Nc2ccccc2[N+](=O)[O-])C(=O)N3)cc1,inactive,100000.0
CHEMBL3692065,CCOC(=O)c1cccc(NC(=O)c2ccc3cc(C(=O)OC)ccc3c2)c1,inactive,100000.0
CHEMBL3692069,O=C(O)c1cc(NC(=O)c2ccc3cc(C(=O)O)ccc3c2)cc(C(=O)O)c1,inactive,100000.0
CHEMBL3696124,CCN(CC)C(=O)c1ccc2c(c1)/C(=N/Nc1cccc(C(=O)O)c1)C(=O)N2,inactive,100000.0
CHEMBL3692063,COC(=O)c1ccc2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc2c1,inactive,100000.0
CHEMBL498650,O=C1Nc2ccccc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,66500.0
CHEMBL3692110,CC(C)CNS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1Cl)C(=O)N2,inactive,100000.0
CHEMBL3696122,O=C1Nc2ccc(C(=O)O)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3696139,CNC(=O)c1ccccc1N/N=C1\C(=O)Nc2ccc(S(=O)(=O)NC(C)C)cc21,inactive,100000.0
CHEMBL3692094,O=C1Nc2ccc(S(=O)(=O)NCc3ccco3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3696132,COCCNC(=O)c1ccccc1N/N=C1\C(=O)Nc2ccc(S(=O)(=O)NC(C)C)cc21,inactive,100000.0
CHEMBL3692124,O=S(=O)(O)c1cc(/N=N\c2ccc3cc(SOOO)ccc3c2)c(O)c2ncccc12,active,318.0
CHEMBL3639909,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1cccc2ccccc12,inactive,66500.0
CHEMBL3696163,COC(=O)c1ccc2[nH]cc(C(=O)c3ccccc3)c2c1,inactive,100000.0
CHEMBL472004,O=S(=O)(O)c1ccc2cc(/N=N/c3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,inactive,1110.0
CHEMBL3692112,COCCNS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1Cl)C(=O)N2,inactive,100000.0
CHEMBL3692095,O=C1Nc2ccc(S(=O)(=O)NCc3cccs3)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,100000.0
CHEMBL3692086,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2Cc1ccccc1,inactive,100000.0
CHEMBL1945663,O=C(O)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1,inactive,100000.0
CHEMBL3696138,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1C(=O)N(C)C)C(=O)N2,inactive,100000.0
CHEMBL3692098,CN(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccccc1[N+](=O)[O-])C(=O)N2,inactive,100000.0
CHEMBL3692121,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1nc2ccccc2s1,inactive,66500.0
CHEMBL3758203,Brc1ccc(-c2noc(Cc3c[nH]c4ccccc34)n2)s1,inactive,120000.0
CHEMBL3758567,Brc1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)c1,inactive,120000.0
CHEMBL3759431,Brc1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)n1,inactive,120000.0
CHEMBL3357362,Nc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,inactive,120000.0
CHEMBL3758446,Cc1ccccc1-c1ccc(-c2noc(Cc3c[nH]c4ccccc34)n2)s1,inactive,120000.0
CHEMBL3759157,Cc1cccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)c1,inactive,120000.0
CHEMBL3758844,CCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,inactive,120000.0
CHEMBL3758655,CCCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,inactive,120000.0
CHEMBL3758490,CCCCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,inactive,120000.0
CHEMBL3759414,CCOc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,inactive,120000.0
CHEMBL3759712,CCCOc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,inactive,120000.0
CHEMBL3758785,COC(=O)CCCOc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,inactive,120000.0
CHEMBL3759694,Oc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,inactive,120000.0
CHEMBL3357363,Nc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,inactive,120000.0
CHEMBL3759130,Cc1ccccc1-c1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)c1,inactive,120000.0
CHEMBL3759304,Cc1cccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)c1,inactive,120000.0
CHEMBL3760020,CCCc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,inactive,120000.0
CHEMBL3760096,CCCCc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,inactive,120000.0
CHEMBL3758728,CCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,inactive,120000.0
CHEMBL3759036,CCCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,inactive,120000.0
CHEMBL3760059,COC(=O)CCCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,inactive,120000.0
CHEMBL3758876,Oc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1,inactive,120000.0
CHEMBL3760029,Cc1ccccc1-c1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)n1,inactive,120000.0
CHEMBL3759827,Cc1cccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)c1,inactive,120000.0
CHEMBL3758715,CCCCc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1,inactive,120000.0
CHEMBL3759234,CCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1,inactive,120000.0
CHEMBL3759405,CCCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1,inactive,120000.0
CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,inactive,120000.0
CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,inactive,11620.0
CHEMBL3822604,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccc(C)cc3)c(C(=O)OC)c2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,inactive,2160.0
CHEMBL3910462,Oc1cc2ccccc2cc1C(O)(C(F)(F)F)C(F)(F)F,inactive,114800.0
CHEMBL3938397,Oc1c(-c2ccccc2)cccc1C(O)(C(F)(F)F)C(F)(F)F,inactive,136000.0
CHEMBL3901405,Oc1cc(-c2ccccc2)ccc1C(O)(C(F)(F)F)C(F)(F)F,inactive,500000.0
CHEMBL3929350,Oc1ccc(-c2ccccc2)cc1C(O)(C(F)(F)F)C(F)(F)F,inactive,392200.0
CHEMBL3928298,Cc1ccc(O)c(C(O)(C(F)(F)F)C(F)(F)F)c1,inactive,201800.0
CHEMBL3955910,OC(c1ccccc1)(C(F)(F)F)C(F)(F)F,inactive,500000.0
CHEMBL3911513,Oc1c(C(O)(C(F)(F)F)C(F)(F)F)ccc2ccccc12,inactive,500000.0
CHEMBL3981501,CCCNC(=O)COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1,inactive,20000.0
CHEMBL3908220,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)NC1CC1,inactive,20000.0
CHEMBL3936164,CCN(CC)C(=O)COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1,inactive,20000.0
CHEMBL3899171,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)NC12CC3CC(CC(C3)C1)C2,inactive,9000.0
CHEMBL3920938,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)NCc1ccccc1,inactive,20000.0
CHEMBL3890223,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)NCc1ccc(F)cc1,inactive,20000.0
CHEMBL3968591,COc1ccc(CNC(=O)COc2ccc3cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc3c2)cc1OC,inactive,20000.0
CHEMBL3979554,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)NCCc1ccc(Cl)cc1Cl,inactive,6700.0
CHEMBL3909342,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)NC1c2ccccc2-c2ccccc21,inactive,6900.0
CHEMBL3971448,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)Nc1ccccc1,inactive,19000.0
CHEMBL3900333,CC(C)c1ccc(NC(=O)COc2ccc3cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc3c2)cc1,inactive,8500.0
CHEMBL3918902,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)Nc1ccc(-c2ccccc2)cc1,inactive,3500.0
CHEMBL3890830,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)Nc1ccc(N2CCOCC2)cc1,inactive,20000.0
CHEMBL3909979,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)Nc1cccc2ccccc12,inactive,20000.0
CHEMBL3980114,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)N(c1ccccc1)c1ccccc1,inactive,19500.0
CHEMBL3985776,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)N1c2ccccc2Sc2ccccc21,inactive,3200.0
CHEMBL3908861,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)Nc1nc2ccccc2s1,inactive,12800.0
CHEMBL3927816,Cc1ccc(S(=O)(=O)NNC(=O)COc2ccc3cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc3c2)cc1,inactive,20300.0
CHEMBL502013,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(F)cc3)cc2/C1=N/Nc1cccc(C(=O)O)c1,active,1000.0
CHEMBL502257,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=N/Nc1ccccc1[N+](=O)[O-],inactive,4990.0
CHEMBL3693872,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,active,700.0
CHEMBL3693873,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)CCN3C(=O)CCC(=O)O)CC1,inactive,1500.0
CHEMBL3693874,O=C(O)C(O)CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,1100.0
CHEMBL3693875,CC1Cc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc2N1C(=O)CCC(=O)O,inactive,2500.0
CHEMBL3693874,O=C(O)C(O)CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,1300.0
CHEMBL3693876,O=C(O)/C=C/C(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,2800.0
CHEMBL3693877,O=C(Nc1cccc(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8300.0
CHEMBL3693878,O=C(Nc1ccccc1Cl)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,3200.0
CHEMBL3693879,CC(C)c1ccc(NC(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)cc1,inactive,4100.0
CHEMBL3693880,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc21,inactive,6100.0
CHEMBL3693881,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,5700.0
CHEMBL3693882,O=C(O)CCCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,2800.0
CHEMBL3693883,COc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)cc1,inactive,6300.0
CHEMBL3693884,O=C(Nc1ccc(Cl)cc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,19100.0
CHEMBL3693885,O=C(C1CCCC1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,6900.0
CHEMBL3693886,O=C(c1cccc(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,5700.0
CHEMBL3693887,O=C(O)CNC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,4600.0
CHEMBL3693888,CC(C)CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,20700.0
CHEMBL3693889,CCC(C)C(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)O,inactive,15500.0
CHEMBL3693890,COc1cccc(NC(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)c1,inactive,9900.0
CHEMBL3693891,O=C(c1cc(Cl)cc(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8200.0
CHEMBL3693892,O=C(Cc1ccc(Cl)cc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8000.0
CHEMBL3693893,O=C(c1ccc(Cl)cc1Cl)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,7600.0
CHEMBL3693894,CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(C)c4)CC3)ccc21,inactive,3400.0
CHEMBL3693895,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cc(Cl)cc(Cl)c4)CC3)ccc21,inactive,4500.0
CHEMBL3693896,O=C(Nc1ccc(F)cc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,12600.0
CHEMBL3693897,CC(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)O,inactive,6400.0
CHEMBL3693898,O=C(C1CC1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8500.0
CHEMBL3693899,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)ccc21,inactive,9100.0
CHEMBL3693900,CCOC(=O)C(CC(C)C)NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,6000.0
CHEMBL3693901,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)ccc21,inactive,4600.0
CHEMBL3693902,COc1cccc(C(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)c1,inactive,8100.0
CHEMBL3693903,O=C(c1ccccc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8400.0
CHEMBL3693904,CC(C)C(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)O,inactive,4400.0
CHEMBL3693905,O=C(c1ccc(Cl)c(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,7100.0
CHEMBL3693906,O=C(Nc1cccc(F)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8100.0
CHEMBL3693874,O=C(O)C(O)CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8200.0
CHEMBL3693907,CCOC(=O)C(C)NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,5100.0
CHEMBL3693908,O=C(Nc1ccccc1C(F)(F)F)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,9000.0
CHEMBL3693909,O=C(O)C(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,4800.0
CHEMBL3693910,O=C(c1ccc(Cl)cc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,10400.0
CHEMBL3693911,CCCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,7800.0
CHEMBL3693912,O=C(O)CCNC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,4800.0
CHEMBL3693913,CCOC(=O)C(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(C)C,inactive,7700.0
CHEMBL3693914,CC(C)CC(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)O,inactive,4500.0
CHEMBL3693915,O=C(Nc1ccccc1F)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,12200.0
CHEMBL3693916,COc1cccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCN4C(=O)CCC(=O)O)CC2)c1,inactive,4700.0
CHEMBL3693917,O=C(Nc1ccccc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,11700.0
CHEMBL3693918,CCOC(=O)CCNC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,9300.0
CHEMBL3693919,CCOC(=O)C(Cc1ccccc1)NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,6900.0
CHEMBL3693920,CCC(C)C(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)OC,inactive,12700.0
CHEMBL3693921,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc21,inactive,11300.0
CHEMBL3693922,O=C(O)c1cccc(NC(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)c1,inactive,3000.0
CHEMBL3693923,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(F)c4)CC3)ccc21,inactive,13200.0
CHEMBL3693924,O=C(O)c1ccccc1NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8300.0
CHEMBL3693925,O=C(O)C1CC=CCC1C(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,20300.0
CHEMBL3693926,COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCN4C(=O)CCC(=O)O)CC2)cc1,inactive,9000.0
CHEMBL3693927,O=C(O)C(Cc1ccccc1)NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,5400.0
CHEMBL3693928,COC(=O)c1ccccc1NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,14300.0
CHEMBL3693929,Cc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCN4C(=O)CCC(=O)O)CC2)cc1Cl,inactive,16600.0
CHEMBL3693930,COCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,9600.0
CHEMBL3693931,O=C(Cc1ccccc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,22800.0
CHEMBL3693932,CC1Cc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc2N1C(=O)C(F)(F)F,inactive,47000.0
CHEMBL3693880,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc21,inactive,14800.0
CHEMBL3693933,O=C(O)CCC(=O)N1CCCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,37300.0
CHEMBL1481712,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)ccc21,inactive,31900.0
CHEMBL3693934,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4ccccc4F)CC3)ccc21,inactive,34600.0
CHEMBL3693935,O=C(O)CCC(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)O,inactive,37600.0
CHEMBL3693936,CCOC(=O)CNC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,60300.0
CHEMBL3693937,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4Cl)CC3)ccc21,inactive,143600.0
CHEMBL3693872,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,active,700.0
CHEMBL3693873,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)CCN3C(=O)CCC(=O)O)CC1,inactive,1500.0
CHEMBL3693874,O=C(O)C(O)CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,1100.0
CHEMBL3693875,CC1Cc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc2N1C(=O)CCC(=O)O,inactive,2500.0
CHEMBL3693874,O=C(O)C(O)CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,1300.0
CHEMBL3906420,O=C(O)/C=C\C(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,2800.0
CHEMBL3693877,O=C(Nc1cccc(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8300.0
CHEMBL3693878,O=C(Nc1ccccc1Cl)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,3200.0
CHEMBL3693879,CC(C)c1ccc(NC(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)cc1,inactive,4100.0
CHEMBL3693880,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc21,inactive,6100.0
CHEMBL3693881,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,5700.0
CHEMBL3693882,O=C(O)CCCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,2800.0
CHEMBL3693883,COc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)cc1,inactive,6300.0
CHEMBL3693884,O=C(Nc1ccc(Cl)cc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,19100.0
CHEMBL3693885,O=C(C1CCCC1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,6900.0
CHEMBL3693886,O=C(c1cccc(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,5700.0
CHEMBL3693887,O=C(O)CNC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,4600.0
CHEMBL3693888,CC(C)CC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,20700.0
CHEMBL3693889,CCC(C)C(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)O,inactive,15500.0
CHEMBL3693890,COc1cccc(NC(=O)N2CCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)ccc32)c1,inactive,9900.0
CHEMBL3693891,O=C(c1cc(Cl)cc(Cl)c1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8200.0
CHEMBL3693892,O=C(Cc1ccc(Cl)cc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8000.0
CHEMBL3693893,O=C(c1ccc(Cl)cc1Cl)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,7600.0
CHEMBL3693894,CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(C)c4)CC3)ccc21,inactive,3400.0
CHEMBL3693895,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cc(Cl)cc(Cl)c4)CC3)ccc21,inactive,4500.0
CHEMBL3693896,O=C(Nc1ccc(F)cc1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,12600.0
CHEMBL3693897,CC(NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21)C(=O)O,inactive,6400.0
CHEMBL3693898,O=C(C1CC1)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,8500.0
CHEMBL3693899,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)ccc21,inactive,9100.0
CHEMBL3693900,CCOC(=O)C(CC(C)C)NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,inactive,6000.0
