SMILES,IC50(microM)
NS(=O)(=O)c1ccc(NC(=S)N2CCC(Cc3ccccc3)CC2)cc1,3.13
CCCCCCCCCCCCC\C=C\[C@]12[C@H]([C@H](C)OC1=O)[C@H](C(C)=O)C(=C[C@H]2CCCCCCCCCCCC)C(O)=O,3.13
Cc1ccc(NC(=O)CCn2c3ccccc3oc2=S)cc1F,3.14
Cc1nn(C)cc1C=NNC(=S)Nc1ccccc1,3.15
CCCCC(=O)Nc1ccc(cc1)C(=O)NNC(=O)c1ccc(C)c(Br)c1,3.17
CCOC(=O)N1CCC(CC1)N(CCN(C)C)C(=S)Nc1ccc(Oc2ccccc2)cc1,3.17
COc1cccc(c1)-n1cc(-c2ccc3nonc3c2)c2cc(cnc12)-c1ccc(cc1)C(O)=O,3.2
Clc1cccc(c1)N1CCN(CC1)S(=O)(=O)c1ccc2N(CCc2c1)C(=O)Nc1ccccc1Cl,3.2
CCOC(=O)CN1C(=O)S\C(=C\c2ccc(OCc3ccc(cc3)C(O)=O)cc2)C1=O,3.24
CC(C)OC(=O)C1=C(C)N=c2s\c(=C/c3ccc(OCC(O)=O)cc3)c(=O)n2C1c1ccc(Cl)cc1,3.24
O=C1Nc2ccc3sc4ccccc4c3c2C1=O,3.25
CN(C)c1ccc(cc1)C(=S)N1CCN(Cc2ccccc2)CC1,3.25
CCOS(=O)(=O)CCc1ccc(O[C@@H]2CN(C[C@H]2Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)C(=O)C(=O)Nc2ccc(Oc3ccc(CC)cc3)cc2)cc1,3.28
CCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@@H](C2)Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)cc1,3.29
OC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)[C@H]2[C@@H]1CC=C2COCc1ccccc1,3.32
C[C@@H]1OCC2(CCN(CC2)c2ncc(-c3cccc(Cl)c3Cl)c(=O)[nH]2)[C@@H]1N,3.339
OCCN1CCN(CC1)C(=S)c1ccc(Br)cc1,3.34
CCN1CCN(CC1)C(=S)c1ccc(OCC(=O)NCc2ccccc2)cc1,3.35
CN(C)CCN(Cc1cccs1)C(=S)Nc1ccc(C)cc1C,3.37
CCC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(C)c1,3.4
COc1ccc(cc1)-n1cc(-c2ccc3nonc3c2)c2cc(\C=C\C(O)=O)cnc12,3.4
CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5O)C(O)(P(O)(O)=O)P(O)(O)=O)c4OCCC)c3O,3.4
Cc1cc([nH]n1)C(=O)NN=Cc1ccc(o1)-c1ccc(cc1Cl)[N+]([O-])=O,3.42
S=C(NCCCN1CCOCC1)Nc1ccc(cc1)-c1nc2ccccc2[nH]1,3.45
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(O)(CN)CC1,3.5
OC(=O)c1ccc2NC(=O)\C(=N/Nc3ccccc3C(O)=O)c2c1,3.55
NC1CCS(=O)(=O)C11CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,3.552
OC(=O)c1cc2c(CCc3ccc(Oc4ccccc4)cc3)c(oc2cc1O)-c1ccccc1,3.6
OC(=O)c1cc2c(C#Cc3cccc(F)c3)c(oc2cc1O)-c1ccccc1,3.6
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)CCC(=O)Nc2ccc(Oc3ccccc3)cc2)c1,3.6
COc1cc(\C=C2\SC(=S)N(CC(O)=O)C2=O)ccc1OCC(=O)Nc1ccc(C)c(C)c1,3.64
COc1ccc(NC(=S)N2CCC(CC2)N(C)CC2CCCO2)cc1Cl,3.65
Oc1c2cc(CP(O)(=O)c3ccccc3)cc1sc1cc(CP(O)(=O)c3ccccc3)cc(sc3cc(CP(O)(=O)c4ccccc4)cc(sc4cc(CP(O)(=O)c5ccccc5)cc(s2)c4O)c3O)c1O,3.7
N[C@H]1CCCC[C@H]1Nc1nc(N)c(c(n1)C(N)=O)-c1cccc(Cl)c1Cl,3.7
CC1(N)CCN(CC1)c1nc(N)c(-c2cccc(F)c2)c(n1)C(N)=O,3.7
CC1(N)CCN(CC1)c1ncc(c(n1)C(N)=O)-c1cccc(Cl)c1Cl,3.7
NC[C@@]12CCC[C@@H]1CN(C2)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,3.7
OC(=O)c1cccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2cccc(Cl)c2)c1,3.8
CC(O)CC1(N)CCCN(CC1)c1nc(C)n(-c2cccc(Cl)c2Cl)c(=O)c1C,3.8
OC(=O)C(Cc1c[nH]c2ccccc12)N1C(=S)S\C(=C/c2ccc3cc(OCc4ccc(Br)cc4)ccc3c2)C1=O,3.8
CC1(N)CCN(CC1)c1cc(=O)n(c(n1)C(F)F)-c1cccc(Cl)c1Cl,3.8
Cc1nc(N2CCCC3(CCC3N)C2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,3.9
CCOc1ccc(cc1)C(=S)N1CCN(C)CC1,3.9
O=S(=O)(Nc1ccccc1)c1cccc2nsnc12,3.9
NCC1CC2(CO1)CCN(CC2)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,3.9
OC(=O)\C=C\c1ccc(c(Cl)c1)-c1ccc(O)c(c1)C12CC3CC1CC(C2)C3,3.91
CCN(CC)P(=O)(NC(=O)C(Cl)(Cl)Cl)N(CC)CC,3.91
Oc1ccccc1C=NNC(=O)NN=Cc1ccccc1O,3.93
N[C@@H]1CC[C@@]11CCN(C1)c1cnc(Sc2cccc(Cl)c2Cl)c(N)n1,3.933
CC1COC2=C1C(=O)C(=O)c1c2ccc2c(C)cccc12,3.94
CCOS(=O)(=O)\C=C\c1ccc(OCC2=CC[C@H]3[C@@H]2[C@H](OCc2ccccc2)OC=C3C(=O)Nc2ccc(Oc3ccc(Br)cc3Cl)cc2)cc1,3.97
O=C(CCc1ccccc1)NNC(=O)c1ccc(NC(=O)c2ccccc2)cc1,3.98
OC(=O)c1cc2c(C#Cc3ccccc3)c(oc2cc1O)-c1ccccc1,4.0
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1C[C@H]2COCC[C@@]2(CN)C1,4.0
NC1CCS(=O)(=O)C11CCN(CC1)c1cnc(Sc2cccc(Cl)c2Cl)c(N)n1,4.094
C[C@]12CC[C@](C)(C[C@H]1[C@]1(C)CC[C@]3(C)C(=CC=c4c3cc(O)c(O)c4=C)[C@@]1(C)CC2)C(O)=O,4.1
CC(C)c1ccc(NC(=O)N2CCc3cc(ccc23)S(=O)(=O)N2CCN(CC2)c2cccc(Cl)c2)cc1,4.1
NC(=O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1,4.11
CN(C)c1ccc(cc1)C(=O)OCC(=O)Nc1ccc(cc1)S(N)(=O)=O,4.13
COc1cc(Cl)cc(C=NNC(=O)c2ccc3OCOc3c2)c1O,4.16
Oc1ccccc1C(=O)N\N=C\c1ccc(OCC(=O)Nc2ccccc2)cc1,4.22
OC(=O)C(Cc1c[nH]c2ccccc12)N1C(=S)S\C(=C/c2ccc3cc(OCc4ccc(F)cc4)ccc3c2)C1=O,4.26
CCOC(=O)c1c(C)c(sc1NC(=O)OC)C(=O)N(CC)CC,4.3
COc1ccc(nn1)-c1ccc(NC(=O)c2ccc(Br)o2)cc1,4.3
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(CC1)NC[C@H](O)CO,4.3
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(CO)(CCN)CC1,4.3
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC2(CC2CN)CC1,4.3
[O-][N+](=O)c1ccccc1NN=C1C(=O)Nc2ccc(cc12)S(=O)(=O)NCc1ccc(Cl)cc1,4.4
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCC2(CC(F)(F)C[C@H]2N)CC1,4.4
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCC2(CC2N)C1,4.4
C[C@]1(N)CCCN(CC1)c1nc(N)c(c(n1)C(N)=O)-c1cccc(Cl)c1Cl,4.4
CC(C)C(NC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1)C(O)=O,4.4
COc1ccc(CN=Nc2nc(O)c(CC(O)=O)s2)cc1OCc1ccc(Cl)cc1Cl,4.42
OC(=O)C1=C(CSC2C(NC(=O)Cc3ccccc3)C(=O)N12)C=C,4.42
Brc1cccc(c1)N1NC(=O)\C(=C\c2ccc(cc2)N2CCOCC2)C1=O,4.48
CC(C)NS(=O)(=O)c1ccc2NC(=O)C(=NNc3cccc(c3)C(O)=O)c2c1,4.5
CC(C)NS(=O)(=O)c1ccc2NC(=O)C(=NNc3ccc(cc3)C(O)=O)c2c1,4.5
OC(=O)CCC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cc(Cl)cc(Cl)c1,4.5
CC(C)CC(NC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1)C(O)=O,4.5
OC(=O)c1cc2c(CCc3cccc(c3)C(F)(F)F)c(oc2cc1O)-c1ccccc1,4.5
OC(=O)c1cc2c(\C=C/c3ccc(OC(F)(F)F)cc3)c(oc2cc1O)-c1ccccc1,4.5
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)CCC(=O)Nc2cccc(OCc3ccccc3)c2)c1,4.5
Oc1c(cc(c2cccnc12)S([O-])(=O)=O)N=Nc1ccc2cc(ccc2c1)S([O-])(=O)=O,4.5
CCCCN(CC)Cc1ccc(CNC(=S)Nc2c(C)cc(C)cc2C)o1,4.52
Oc1cc(cc(Br)c1O)C(=O)OCC(COC(=O)c1cc(O)c(O)c(Br)c1)OC(=O)c1cc(O)c(O)c(Br)c1,4.53
CC(=O)Nc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc(\C=C\C(O)=O)cc1Cl,4.55
COc1ccc(cc1)-n1cc(-c2ccc(cc2)[N+]([O-])=O)c2cc(cnc12)-c1ccc(cc1)S(O)(=O)=O,4.6
Oc1c2Cc3cc(CP(O)(=O)c4ccccc4)cc(Cc4cc(CP(O)(=O)c5ccccc5)cc(Cc5cc(CP(O)(=O)c6ccccc6)cc(Cc1cc(CP(O)(=O)c1ccccc1)c2)c5O)c4O)c3O,4.6
OC(=O)CCC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1ccc(Cl)c(Cl)c1,4.6
Cc1nc(N2CCC3(CC3CN)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,4.6
OC(=O)CNC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,4.6
Fc1ccc(NC(=O)c2cnc(s2)-c2ccc(cc2)C(=O)Nc2ccc(F)cc2)cc1,4.63
O=C(Nc1ccccc1)c1ccc(o1)-c1ccc(cc1)C(=O)Nc1ccccc1,4.63
CC(=O)N1CCOc2ccc(cc12)S(=O)(=O)NCc1ccc(F)cc1,4.64
Brc1ccc(C=Nn2c(n[nH]c2=S)-c2cccnc2)s1,4.66
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(F)c2)c1,4.66
COc1cccc(c1)N1CCN(CC1)S(=O)(=O)c1ccc2N(CCc2c1)C(=O)CCC(O)=O,4.7
NCC1CN(CC11CCOCC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,4.7
CCOS(=O)(=O)\C=C\c1ccc(OCc2ccc(COc3ccc(\C=C\S(=O)(=O)OCC)cc3)cc2)cc1,4.7
CCCN(CC(=O)Nc1ccccc1OC)C(=O)Cc1ccc2CCCc2c1,4.79
OC(=O)c1cccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccc(F)c(Cl)c2)c1,4.8
N[C@@H]1CCCC11CCN(CC1)c1ncc(Sc2cncnc2C(F)(F)F)c2nccn12,4.8
OC(=O)C(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,4.8
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CC2CCC(N)C2C1,4.8
OC(=O)CCNC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,4.8
C[C@@H]1OCC2(CCN(CC2)c2cc(=O)n(c(C)n2)-c2ccccc2)[C@@H]1N,4.8
CC(C)OC(=O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1,4.87
Cc1ccc(cc1NC(=O)c1ccc(=O)[nH]c1)S(=O)(=O)N1CCCCC1,4.88
NS(=O)(=O)c1ccc2NC(=O)\C(=N/Nc3ccccc3[N+]([O-])=O)c2c1,4.99
Cc1ccc(CNS(=O)(=O)c2ccc3NC(=O)C(=NNc4cccc(c4)C(O)=O)c3c2)cc1,5.0
OC(=O)c1cc2c(\C=C/c3cc(F)cc(F)c3)c(oc2cc1O)-c1ccccc1,5.0
CCc1c(nc(C)n(-c2cccc(Cl)c2Cl)c1=O)N1CCC2(CO[C@@H](C)[C@H]2N)CC1,5.0
Nc1nc(N)c2nc(CN3CCN(Cc4ccc(cc4)-c4ccccc4)CC3)nnc2n1,5.0
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)CCC(=O)Nc2ccc(OCc3ccccc3)c(Cl)c2)c1,5.0
Clc1cccc(c1)C(=O)Nc1ccc(cc1)C(=O)N\N=C\c1cccnc1,5.05
CCOC(=O)C(C)NC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,5.1
Fc1ccc(C=NNC(=O)c2cc(n[nH]2)-c2ccc3OCOc3c2)cc1,5.14
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CC2CCC(C1)N2,5.2
OC(=O)c1cccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCCc2ccc(Cl)cc2Cl)c1,5.2
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1C[C@H]2CCC(N)[C@@H]2C1,5.2
OC(=O)c1cc2c(CCc3ccc(OC(F)(F)F)cc3)c(oc2cc1O)-c1ccccc1,5.2
COc1ccc2cc3c(N)nn(C(=O)c4cccc(F)c4)c3nc2c1,5.27
S=C1NC(C2CCCC(=C3SCCS3)C2=N1)c1ccccc1,5.27
OC(=O)c1cccc(NC(=O)c2nc(sc2-c2ccccc2)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCc2c[nH]c3ccccc23)c1,5.3
NC[C@H]1[C@@H]2CN(C[C@H]12)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,5.3
N[C@@H]1CCCC11CCN(CC1)c1ncc(SC2CCCCC2)c2nccn12,5.3
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1C[C@@H](N)[C@@H](O)C1,5.3
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)CCC(=O)Nc2cccc(c2)-c2ccccc2)c1,5.3
Cc1c(CC(=O)NCCCCCC(O)=O)c(=O)oc2c(C)c3oc4CCCCc4c3cc12,5.36
CCC(CC)(CC)c1cc(ccc1O)-c1ccc(\C=C\C(O)=O)cc1Cl,5.37
NC(=O)c1cc2ccccc2o\c1=N/NC(=O)c1ccccc1O,5.39
CCCCC(Oc1cc(O)c(cc1C#Cc1ccccc1OC(F)(F)F)C(O)=O)C(=O)NC1CCCCC1,5.4
Cc1nc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc2c1-c1ccccn1,5.4
OC(=O)C(Cc1ccccc1)NC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,5.4
Cn1c(c(I)c2cc(C(O)=O)c(O)cc12)-c1cccc(NC(=O)C(=O)Nc2cccc(I)c2)c1,5.42
CC(SCc1nc2sc(C)c(C)c2c(=O)[nH]1)C(=O)Nc1ccc(Cl)cn1,5.47
S=C(N1CCCC1)c1cn(CCOc2ccccc2)c2ccccc12,5.47
OC(=O)c1cccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccccc2Cl)c1,5.5
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCC1CN,5.5
Cc1nc(N2CCC(C)(CN)CC2)c(C)c(=O)n1-c1ccc2ccccc2c1Cl,5.6
NC[C@@]12CN(C[C@@H]1CCCC2)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,5.6
NC1CN(C1)c1nc(N)c(c(n1)C(N)=O)-c1cccc(Cl)c1Cl,5.6
COc1cc(\C=C2\C(=O)NN(C2=O)c2cccc(C)c2)cc(c1O)[N+]([O-])=O,5.63
Cn1c(nc(N)c(Sc2cccc(c2)C#N)c1=O)N1CCC(C)(CN)CC1,5.633
CCOS(=O)(=O)\C=C\c1ccc(O[C@@H]2CN(C[C@H]2Oc2ccc(\C=C\S(=O)(=O)OCC)cc2)C(=O)C(=O)Nc2ccccc2)cc1,5.65
Clc1cccc(c1)N1CCN(CC1)S(=O)(=O)c1ccc2N(CCc2c1)C(=O)Nc1ccc(Cl)c(Cl)c1,5.7
Clc1cccc(c1)N1CCN(CC1)S(=O)(=O)c1ccc2N(CCc2c1)C(=O)c1cccc(Cl)c1,5.7
CC1(N)CCN(CC1)c1cnc(cn1)-c1cccc(Cl)c1Cl,5.7
O=C(Nc1ccccc1)c1ccc(s1)-c1ccc(cc1)C(=O)Nc1ccccc1,5.75
Clc1cccc(Cl)c1NC(=S)NCCc1ccccc1,5.76
N[C@H]1CC[C@@]11CCN(C1)c1cnc(Sc2cccc(Cl)c2Cl)c(N)n1,5.787
Cc1nc(N2CCN3CC(N)CC3C2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,5.8
Cc1ccc(COc2ccc3cc(\C=C4/SC(=S)N(C(Cc5c[nH]c6ccccc56)C(O)=O)C4=O)ccc3c2)cc1,5.81
Nc1cc2nsnc2cc1C#CCCCCCl,5.81
NS(=O)(=O)c1ccc(NC(=S)NCCc2ccccc2)cc1,5.84
OC(=O)c1ccc(NC(=S)NC(=O)C=Cc2ccc(Cl)cc2)cc1,5.89
OC(=O)c1ccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccc(Cl)cc2)cc1,5.9
COc1ccc(cc1)-n1nc(-c2ccc(cc2)[N+]([O-])=O)c2cc(ccc12)-c1ccc(cc1)S(O)(=O)=O,5.9
[O-][N+](=O)c1cccc(c1)C(=[NH2+])[N-]OC(=O)c1cccc2ccccc12,5.9
CCOC(=O)C(CC(C)C)NC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,6.0
C[C@@H]1OCC2(CCN(CC2)c2nc(C)n(-c3cccc(Cl)c3Cl)c(=O)c2C)[C@@H]1N,6.0
CC(=NNC(=S)N1CC2CCC(CC2)C1)c1cccc(C)n1,6.06
[O-][N+](=O)c1ccc(NC(=O)COc2ccc([CH+][N-]NC(=O)c3ccncc3)cc2)cc1,6.08
C[C@@H]1OCC2(CCN(CC2)c2nc(C)n(-c3ccc4nccnc4c3)c(=O)c2C)[C@@H]1N,6.1
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1CCC2CCC(C1)N2,6.2
OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c1cccc(c1)-c1nc2ccccc2s1,6.24
Clc1ccc(cc1)-n1cnc2c1nc[nH]c2=S,6.29
OC(=O)c1ccc(NN=C2C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccc(F)cc2)cc1,6.3
COc1ccc(cc1)C(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1,6.3
NC1CCCOC1C1CCN(CC1)c1nc(N)c(-c2cccc(Cl)c2Cl)c(n1)C(N)=O,6.3
Cc1nc(nc(C(N)=O)c1-c1cccc(Cl)c1Cl)N1C[C@H](N)[C@@H](O)C1,6.3
CC[C@@H](C)C[C@@H](C)\C=C(/C)\C=C\C=C\C=C(/C)C(=O)c1c(O)c(cn(O)c1=O)-c1ccc(O)cc1,6.3
Cc1ccc(NC(=O)CN2C(=O)S\C(=C/c3ccc(OCC(O)=O)c(Br)c3)C2=O)cc1,6.33
CC1(CCCCC1)c1cc(ccc1O)-c1ccc(\C=C\C(O)=O)cc1Cl,6.4
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CCC(C)(CC1)N1CC[C@H](O)C1,6.4
CC(NC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1)C(O)=O,6.4
OC1=CC2=C3c4ccc(O)c(O)c4OCC3(O)CC2=CC1=O,6.5
CN(C)C1CCN(CC1)c1ncc(c(N)n1)-c1cccc(Cl)c1Cl,6.5
CN1CCN(CC1)C(=S)Nc1ccc(cc1)S(N)(=O)=O,6.54
CCOC(=O)c1cc(O)c(=O)c2c(O)c(O)c(F)cc2c1,6.544
Clc1ccc(Cl)c(c1)-c1nc(no1)-c1ccncc1,6.55
Cc1nc(cc(=O)n1-c1cccc(Cl)c1Cl)N1CC2CCCC2(CN)C1,6.6
N[C@@H]1CCCC11CCN(CC1)c1ncc(Sc2ccnc(N)c2Cl)c2nccn12,0.0056
CSc1ccccc1Sc1cnc(N2CCC3(CO[C@@H](C)[C@H]3N)CC2)n2ccnc12,0.0057
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4[nH]ccc34)c3nccn23)[C@@H]1N,0.0057
COC[C@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(COC7(CCC7)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.0057
COCOCOC[C@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(CO[C@@H](C)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.005900000000000001
N[C@@H]1CCCC11CCN(CC1)c1ncc(Sc2ccnc3ccccc23)c2nccn12,0.005900000000000001
COCOC[C@H]1C[C@H]2COc3c(Sc4ncc(nc4N)N4CCC5(CO[C@@H](C)[C@H]5N)CC4)ccnc3N2C1,0.005900000000000001
COCOC[C@H]1C[C@H]2COc3c(Sc4cnc(cn4)N4CCC5(CO[C@@H](C)[C@H]5N)CC4)ccnc3N2C1,0.005900000000000001
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cc(N)ncc3C(F)(F)F)c3nccn23)[C@@H]1N,0.005900000000000001
C[C@H]1C[C@@H](N)C2(C1)CCN(CC2)c1nc(C)n(C2CCCC(Cl)=C2Cl)c(=O)c1C,0.006
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4N5C[C@@H](O)CC5COc34)nc2CO)[C@@H]1N,0.006
CO[C@@H]1CC2COc3c(Sc4cnc(N5CCC6(CO[C@@H](C)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.006
Cc1nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)c(C)c(=O)n1-c1ccc(F)c(F)c1Cl,0.006
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4N5C[C@H](C[C@H]5COc34)OC(N)=O)nc2CO)[C@@H]1N,0.006
N[C@@H]1C[C@@H](O)CC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.006
Cc1nc(N2CCC3(CC2)Oc2ncccc2[C@H]3N)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.006
COc1c(F)ccc(c1F)-n1c(C)nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)c(C)c1=O,0.006
Cc1nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.006
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4N5C[C@@H](COCC6COC6)C[C@H]5COc34)nc2CO)[C@@H]1N,0.0062
C[C@@H]1OCC2(CCN(CC2)c2nc(C)c(-c3cccc(Cl)c3Cl)c3nncn23)[C@@H]1N,0.0064
Cc1nc(N2CCC3(CC2)Oc2ccccc2[C@H]3N)c(C)c(=O)n1-c1cccc(Cl)c1Cl,0.0066
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cccc4nc(N)sc34)c3nccn23)[C@@H]1N,0.0067
COc1ccc2c(Sc3cnc(N4CCC5(CO[C@@H](C)[C@H]5N)CC4)n4ccnc34)ccnc2c1,0.0068
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4ccccc34)c3nccn23)[C@@H]1N,0.0068
C[C@@H]1C[C@@H](N)C2(C1)CCN(CC2)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.007
N[C@@H]1COCC11CCN(CC1)c1cnc(Sc2ccnc(N)c2Cl)c(N)n1,0.007
N[C@@H]1C[C@H](O)CC11CCN(CC1)c1cnc(Sc2cccnc2C(F)(F)F)c(N)n1,0.007
Cc1nc(N2CCC3(Cc4ccccc4[C@@H]3N)CC2)c(C)c(=O)n1-c1cccc(C#N)c1Cl,0.007
N[C@@H]1COCC11CCN(CC1)c1cnc(Sc2ccnc(Cl)c2Cl)c(N)n1,0.007
Cn1nc2ccc(-c3n[nH]c4nc(N5CCC6(CC(F)(F)C[C@H]6N)CC5)c(CO)nc34)c(Cl)c2c1Cl,0.007
Cc1nc(N2CCC3(Cc4ccccc4[C@H]3N)CC2)c(C)c(=O)n1-c1ccc(F)c(C)c1Cl,0.007
N[C@@H]1c2cnccc2CC11CCN(CC1)c1cnc(Sc2ccnc(N)c2Cl)c(N)n1,0.007
COCOC[C@H]1C[C@H]2COc3c(Sc4cnc(N5CCC6(COC7(CCC7)[C@H]6N)CC5)c(CO)n4)ccnc3N2C1,0.007
C[C@@H]1OCC2(CCN(CC2)c2nc3[nH]nc(-c4ccc5nn(C)c(Cl)c5c4Cl)c3nc2CO)[C@@H]1N,0.0070999999999999995
Cn1nc2ccc(-c3n[nH]c4nc(N5CCC6(C[C@H](F)C[C@H]6N)CC5)c(CO)nc34)c(Cl)c2c1Cl,0.0070999999999999995
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3cc(N)nc4ccccc34)c3nccn23)[C@@H]1N,0.0070999999999999995
Cc1c(Cl)nccc1Sc1cnc(N2CCC3(CCC[C@H]3N)CC2)n2ccnc12,0.0072
Cc1nccc(Sc2cnc(N3CCC4(CCC[C@H]4N)CC3)n3ccnc23)c1Cl,0.0076
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4cc(F)ccc34)c3nccn23)[C@@H]1N,0.008
N[C@@H]1C[C@H](F)CC11CCN(CC1)c1cnc(Sc2ccnc(N)c2Cl)c(N)n1,0.008
COc1nccc(Sc2cnc(N3CCC4(CO[C@@H](C)[C@H]4N)CC3)n(C)c2=O)c1Cl,0.008
N[C@@H]1Cc2ccccc2C11CCN(CC1)c1cnc(Sc2ccnc(N)c2Cl)c(N)n1,0.008
C[C@@H]1OCC2(CCN(CC2)c2ncc(Sc3ccnc4N5C[C@@H](C[C@H]5COc34)OC(N)=O)nc2CO)[C@@H]1N,0.008
[O-][N+](=O)c1cccc(\C=N\NC(=O)c2ccc(Br)cc2)c1,6.62
